gene,len
SGCG,144183
IBTK,77768
RBM26,94653
ZNF343,42885
OR7E23P,999
CFAP298-TCP10L,210354
TM9SF1,6538
DGKH,216542
PA2G4P2,1199
HNRNPA1P11,955
ISM1,79377
KRT18P8,1245
EIF4A3P1,646
CST5,3814
TMEM241,240817
RPL7AP13,296
CENATACP1,645
PGAM3P,426
SYNDIG1,196987
TCP10L,89406
RPS11P1,472
XRN2,86494
TSSK4,2666
BTG3,8802
CHMP4A,4215
SNRPB2,12603
SUMO3,13162
MDP1,2127
GAPDHP2,997
PCMTD1P7,356
CST7,10659
MRPL39,21861
PRPF19P1,897
APMAP,29826
ELP2,51113
NEDD8-MDP1,18397
SUCLA2,292232
BFSP1,75315
NEDD8,15510
SAMSN1,173593
PDYN-AS1,82782
RNU6-130P,102
CFTRP2,198
TPBG,4214
GMPR2,6820
GGTLC1,3729
POM121L3P,1162
CST2,2960
DSTN,39844
FAM204CP,641
SIM2,50802
RN7SKP9,298
H2AZP3,386
GPR183,12860
SNORA31B,133
SNORA31,129
CFTRP3,211
RCN1P2,914
STK35,75211
ABHD13,15851
LINC01822,72669
RNA5SP39,119
HCFC2P1,1591
ESD,26164
DUX4L35,789
SCRT2,14206
NCOA6,136554
HLCS-IT1,2300
RNA5SP491,117
DPRXP5,858
MRPL20P1,432
RIPPLY3,13512
RNU6-696P,106
RRP1B,36519
HTR2A,65530
RNY4P28,92
TARDBPP2,1230
RNA5SP31,126
EIF4A1P6,1209
TDRD3,177421
PDXK,43213
RNU6-71P,106
SPART,68542
LRTM2,16486
DEFB127,1709
SPTLC3,160131
NXNL2,50241
LINC00940,7372
DUX4L32,755
DCP1B,58482
DUX4L33,957
DEFB115,1968
MIR4289,69
CD226,130645
CST2P1,86
SLC23A2,157937
PSMC1P13,984
STK24,132755
CACNA1C-IT1,2319
CACNA1C-AS4,3994
CACNA1C-IT3,33877
CACNA1C-AS3,4090
CACNA1C-AS2,3720
ITFG2-AS1,144444
PIGN,281863
CST9L,3752
CACNA1C,727178
DUX4L37,727
RCBTB2,44293
LINC01734,10971
TASP1,249540
TMEM97P1,450
WFDC9,23345
RRP1,15780
MTCL2,86091
WFDC10A,1457
PPP1R16B,117327
SLITRK1,5269
IFT88,124306
NPM1P19,711
MYL6P1,452
DHX35-DT,186
TMTC4,71468
DHX35,77424
AGPAT3,122369
EPSTI1,105883
TOX2,154764
TNFRSF19,105734
RNU6-859P,106
RNU6-1150P,98
TRAPPC10,94243
GAPDHP54,892
COL4A2-AS2,6891
EYA2,294220
COL4A2-AS1,5604
RAB20,38656
NAXD-AS1,3271
CARS2,72191
H2AZP1,694
PWP2,23808
WFDC11,21707
CDC27P3,1909
DYRK1A,160785
RIPOR3,105434
MIR3168,81
RN7SL597P,295
KBTBD6,5233
CALM2P3,448
KBTBD7,4735
MORF4L1P4,975
MTRF1,47208
RPL35AP,796
ATG3P1,910
FAM83D,26794
SLC2A10,26698
RPS2P7,884
KCNB1,190903
RAC1P3,579
NAA16,65763
TINF2,4377
CDH22,134759
CFAP61-AS1,9402
DUX4L34,1252
RPL27AP9,371
TP53RK-DT,630
NCOA3,154990
RNU6-57P,102
TUBBP2,410
OR7E37P,896
RGCC,13321
TGM1,15318
VWA8,394285
RABGGTA,6073
MIR5006,109
RN7SL515P,296
RNU6-74P,106
KARS1P1,1751
RPS28P8,207
MAPK6P3,2161
RNA5SP37,129
ELP5,8524
RAP2A,34959
PSMA6P4,717
LPAR6,55137
PRDM15,81257
MC3R,1083
NAXD,24451
RPL13P14,541
PREX1,203747
MOCOS,84660
KRR1P1,1886
GJA3,22797
LINC00556,411
GJB2,5475
NETO1,125832
GJB6,10403
CNDP2,27638
ZMYM2,133152
CLDN7,4080
PTGIS,64263
SLC2A4,6539
CBLN4,8162
DKKL1P1,697
ATP9A,171876
DHRS1,9182
YBX2,6376
RALY,114662
NOP9,9274
LINC01910,4451
EIF5A,5464
LARP7P3,336
LINC01477,32947
RPL12P40,487
SLC35E1P1,863
RNU2-7P,177
EEF1AKMT1,45230
CNDP1,52712
RANP8,1022
CNOT4P1,1569
PPIAP27,264
RPSAP54,885
LATS2,88550
CIDEB,6243
LATS2-AS1,12965
RNU4-9P,138
RPS12P23,399
IPPKP1,1368
MIR5692B,86
PKNOX1,59421
CENPJ,40610
LTB4R2,6319
CFAP61,308189
RPL17P45,578
LTB4R,6586
LINC01916,24209
TWSG1,67653
GPS2,4240
ADCY4,16744
LINC01922,3794
DOK6,448199
CBS,23752
KIAA1328,403066
RPL34P27,348
ELOBP1,356
RNU6-78P,106
RN7SL741P,288
RNY1P3,117
SHISA2,7419
RXFP2,63863
ENTR1P1,1149
SLC25A51P2,888
NFE2L3P1,1958
RN7SKP72,291
RNU6-349P,106
RN7SL282P,296
RN7SL50P,297
MIR4317,64
U3,212
RNU6-916P,108
RNU2-27P,141
GAPDHP53,923
RNU6-903P,108
RN7SL97P,298
RNU6-1289P,105
MIR302F,50
RNU6-408P,99
MIR3975,69
MIR3929,54
MIR4318,80
MIR924,52
MIR5583-2,58
MIR5583-1,58
RNU6-1242P,102
SLC17A9,16878
RN7SKP182,297
RNA5SP454,126
FRY,452412
RNA5SP455,118
MIR187,108
MIR4743,68
MIR4527,69
RNU6-706P,103
RNU6-708P,106
RNA5SP458,118
RNU6-737P,106
RNU6-116P,108
RN7SL342P,293
RNA5SP456,113
RNU4-17P,140
RNU6-567P,106
MIR5011,102
RNU6-142P,106
RNU6-1037P,106
ACTR3BP7,1368
RN7SL705P,293
RN7SL795P,281
RNA5SP460,99
MIR548AV,61
RNU6-39P,106
RNU6-655P,106
ZNF73P,4899
RPL31P59,331
BNIP3P2,576
IGLJCOR18,423
ZNF72BP,17028
RPL21P127,476
BOD1P1,435
NEURL4,13765
PIAS2,116942
PSMA7,6707
MED15,91719
RIPK3,3997
CST9LP2,2865
RBBP8NL,17302
LINC00687,77966
CST3,11767
HDHD2,43092
RPL12P4,496
GID8,10328
NFATC4,13931
MRPL51P2,375
CSTP2,3384
U2AF1,14614
PMEPA1,63144
EEF1DP3,781
PDS5B,191567
IER3IP1,23530
RNU6-1131P,106
SKOR2,45491
PHACTR3-AS1,3391
CDK5RAP3P1,1518
LINC01056,15852
LINC01429,31115
ANAPC13P1,219
EIF2S2,23934
TGIF1,48370
SOX18,2057
ACAP1,14948
RNY1P4,114
SCAND3P1,1385
PHB1P13,759
SETD4,44848
RNY4P30,94
CTAGE10P,2407
ACSS1,52750
RNY4P9,96
DAOA-AS1,46626
UTP14C,8909
THSD1P1,367
INTS6,100187
TAF4B,165240
KCTD11,3055
TMEM95,2096
DOK5,175576
B4GALT5,80933
IGLV3-12,758
IGLV2-11,516
PMAIP1,4309
RPS10P30,384
DSG4,38135
OSM,4022
HIGD1AP16,257
RPL17P1,535
SALL4,20190
ZNRF3-IT1,25899
MTCO1P3,191
COL18A1-AS2,2679
COL18A1-AS1,5354
MIR6815,60
NCF4,19549
SLC19A1,79793
SCP2D1,595
BHLHE23,1108
RPSAP1,879
CDH4,45664
RN7SL320P,294
SNRPGP11,231
MIR4703,78
RNU6-65P,97
RNY1P6,108
RN7SL413P,296
ATP5PBP1,1044
CCDC70,4263
GPR18,7012
DSG3,30961
MTUS2,685608
KAT6B,207697
RN7SKP44,315
TTR,41824
COL18A1,108546
TNFSF13B,57244
RPL29P35,534
CDH2,245067
NDRG3,94324
SLC16A1,45746
ATP8A2P3,59451
PRUNE1P1,1416
RNF6,90199
AKR7A2P1,914
ACO2P1,2193
CACNA1I,118982
THAP12P6,2916
ATP8A2,653877
MIR4744,81
PRR13P4,420
RPL17-C18orf32,10798
RPS21,1417
NKILA,2624
RPS2P1,820
SS18L1,38745
MIR1539,49
SNORD58C,63
SNORD58A,64
SNORD58B,65
SRP72P1,1749
LIPG,38486
SACS,145074
NFATC2,175874
DYM,424960
FAM3B,53515
SRSF10P1,1101
RNU1-46P,163
ANKRD10-IT1,4533
MEX3C,43783
PARP1P1,3025
ARHGEF7-IT1,21612
TEX29,28065
RNA5SP459,99
KCTD12,6230
BTF3P11,770
RPL7P44,741
DHX9P1,3075
CLN5,28483
MX1-AS1,4652
ADAMTS1,9654
SYCP2,70091
ISX,21251
TCF4,442602
FBXL3,34597
LIF-AS2,793
ENTHD1,150820
MYCBP2-AS1,102950
LIF,6306
MYCBP2-AS2,679
ATP11AUN,37453
ATP11A-AS1,9244
MCF2L-AS1,1340
SERPINE3,28962
CBX7,32513
KBTBD4,6779
METTL21C,9297
MIS18A,10821
ERCC5,30164
MRAP,22971
PNPLA3,40696
RNU5E-10P,117
FAM180B,2516
C1QTNF4,4744
WDR4,36474
AGBL2,55798
LAMA5,59357
EFCAB6,283593
SLC10A2,22419
IL17D,20971
MTND6P12,521
HADHBP1,1414
PRKX-AS1,8705
PRKX,109309
GGACT,59364
ATP11A,197130
FNBP4,50949
DRAXINP1,947
VCX2,1323
ANAPC15P1,394
GS1-600G8.3,9281
NDUFV3,33660
NOLC1P1,2080
GABPA,37890
RNA5SP340,106
YPEL5P2,358
MTCH2,25292
LSM14B,12913
TBC1D22A,413082
RPS5P8,609
MTCYBP12,1133
RPS27AP20,451
RPL6P30,861
CYSLTR2,57515
CLIC6,49233
AMELX,7348
PHACTR3,270202
OXGR1,9017
TPTE,84587
COMMD6,24225
SHROOM2,163014
THSD1,39206
RARRES2P3,472
ANOS1,203263
RNY4P24,95
VPS36,38032
DHRS4,15545
CKAP2,21199
FRG2EP,1647
DHRS4L2,36534
TCEA2,22511
SYNJ1,99281
FAM9CP1,4383
RPL24P9,505
FAM9B,271450
DUSP29,36170
HCCS,11785
SUGT1,48200
RPL3,7507
HIKESHIP1,437
NLGN4X,388230
HNRNPA1L2,1342
DAOA,25167
H2AZP4,376
MIR548K,115
CTTN-DT,26870
CTTN,38180
GATA5,12498
ZIC2,4981
LINC00554,3010
GOT2P7,1668
NDUFA12P1,405
ASNSP3,1305
RNU6-954P,106
RPL15P18,611
RBL1,99648
NF1P3,4352
FAM9A,10588
PPP6R2P1,7746
ZIC5,8803
FRG2MP,1665
LTN1,64812
RNA5SP488,115
LNX2,74616
RBM11,12242
RPL23P2,420
RWDD2B,14976
SRPX,71588
NPM1P4,811
GSX1,2285
USP16,29859
PLUT,97922
RNU6-73P,106
PDX1,6313
HSPA13,12369
CCT8,17992
POLR1D,123495
PCBP2P1,976
PSMG1,8719
MAP3K7CL,98668
GRPR,29953
TMSB10P2,130
BEND2,57955
AGGF1P10,2190
RPL12P9,487
GAPDHP14,936
EDN3,25549
LIG4,10929
RPL35AP37,331
CLDN7P1,1166
TMEM47,30210
PPFIA1,114622
BNIP3P6,498
TRDJ1,50
UBE2E4P,546
MDM4P1,1474
BRK1P1,221
SRSF2P1,742
TRDV2,671
KLHL34,3640
TRAJ60,56
SMPX,52138
TRDD1,7
TRAJ54,59
LINC01039,3256
GTSE1,33940
CFL1P8,474
TRAJ49,55
MIR4306,90
TRDJ3,58
TRDD3,12
CLYBL,302790
TRAJ48,62
BRWD1,137383
TRAJ59,53
TRAJ61,59
TRDC,2855
TRAJ58,62
TRDJ4,47
TRAJ47,56
TRDJ2,53
TRAJ56,61
ITGBL1,268263
KIAA1143P1,444
RPL7P3,713
PIEZO1P1,218
LINC02970,6623
NUBPL,371268
ADRM1,6769
MRPS18CP6,222
COX5BP7,273
CNKSR2,281894
SAMM50,55089
ARHGAP16P,1547
TRDD2,8
SUPT20H,50401
SNX6,69067
PHF20,178396
APOB,42644
TDRD15,20400
NDUFB11P1,464
PGAM1P9,754
TTC38,26047
TRAJ53,65
KRT8P2,943
TRAJ45,65
ATP5MC2P2,417
TRAJ52,68
TRAJ55,56
GLRX5P3,477
TRDV3,657
COX7BP2,241
LLPHP1,692
LINC02307,395525
MRPS11P1,521
KRT8P1,1206
RN7SKP69,304
RN7SL547P,289
RN7SL607P,298
TRAJ51,62
RN7SKP111,270
RNU6-1257P,109
HMGN2P6,272
RN7SL690P,239
RNU1-23P,143
RNA5SP528,118
MIR4755,71
RNU4-40P,142
RPS3AP46,681
RNU6-937P,105
RNU6-639P,106
RNA5SP532,118
RN7SL116P,304
PSMA3P1,634
RN7SL680P,298
RNU7-144P,75
RNU6-347P,104
PPIAP5,347
RNU7-6P,61
RNU6-497P,103
RNA5SP487,121
MIR3194,72
TRAJ57,62
RNU6-929P,106
TRIOBP,79508
RNU4ATAC7P,124
RNU7-141P,61
MAD2L1P1,617
MIR1-1,70
MIR133A2,101
RN7SKP33,339
GNRHR2P1,1079
MIR4758,70
RPL31P4,375
RNU6-563P,107
RBPJL,10984
TIMM9P2,882
BRWD1-IT1,2712
PCNX4,77222
METTL21AP1,634
HMGN1,7332
CCDC40,63981
SDC4,23136
SYS1,14861
SIX1,14838
MIR1268B,49
GAA,18348
EIF4A3,12782
PPP2R5E,172013
SYS1-DBNDD2,47410
TP53TG5,35332
NDUFB4P10,358
LINC01711,966
STX16-NPEPL1,63976
NPEPL1,30107
CDYLP1,1457
MTFR2P2,1166
PLCL2,287953
PIM3,3304
GTSE1-DT,1517
DENND6B,17982
MIR3714,64
PLCL2-AS1,13403
MIR296,79
MIR298,87
NELFCD,13925
RNF6P1,3303
PIMREGP3,754
GET1,50830
RPL22P14,334
GJA10,27291
CASP8AP2,44542
CERK,53842
STYX,44823
NBEA,730752
ATP5F1CP1,894
L3HYPDH,24045
EIF1AXP2,744
C14orf39,119074
GET1-SH3BGR,135174
MIR6508,59
MYL6P2,433
PPP6R2,101786
RPS26P4,354
JCADP1,4272
PCP4,61959
DSCAM,836505
RPL17P2,450
SIX6,3704
SYTL5,122266
RNU6-280P,103
SIX4,14812
TUBB1,7225
ATP5F1E,6870
SALL4P7,3119
PPM1A,53335
SETDB2,50729
PRELID3B,9664
SNRPGP14,394
PHF11,33371
CENATAC-DT,3180
LINC01283,33572
MIR4760,79
DSCAM-IT1,15389
CENATAC,17655
METTL1P1,826
SC4MOP,891
PLLPP1,468
RPS15AP40,390
HMGB1P16,539
YRDCP3,479
GAPDHP65,1005
MIR3197,72
CCDC175,72273
PGAM1P7,736
BACE2,114729
MRPS16P2,407
GDF5-AS1,2421
GDF5,21399
MIR1289-1,143
C20orf173,6466
SCOCP1,348
DHRS7,25737
RPL36P4,317
RPL37P1,283
RN7SKP271,319
RNU6-759P,102
RBM12,16031
WDR82P1,938
RPL23AP64,434
RPS25,2979
PCSEAT,2412
LINC00111,18155
ADGRG2,133330
FITM2,8362
RIPK4,27720
RPL37AP1,278
TTPAL,18729
RCBTB1,53612
PCNX1,207977
SNORD27,71
SKA3,22957
TRAPPC4,6691
MIR6814,69
RNA5SP492,113
SERINC3,25864
TFF2,4640
TFF1,4253
TMPRSS3,24204
MRPL57,2426
GRK6P1,1710
RNA5SP25,109
ZDHHC20-IT1,897
H2BP6,340
MICU2,111490
PKIG,92462
FNTAP2,633
RNU6-59P,106
RPS7P10,602
FGF9,33425
RN7SL766P,308
ALG5,51025
HYOU1-AS1,1305
HYOU1,13039
RTL6,5650
RN7SL156P,303
TLDC2,18114
PVALB,18795
RPS3AP3,241
RPS27AP3,453
RN7SL443P,289
OSER1,14832
EP400P1,23156
JPH2,80598
GPHB5,6100
EXOSC8,27065
DDX51,7725
ATP5F1AP4,1604
UBASH3A,44237
SALRNA1,3373
RNU6-743P,105
MNAT1,235223
EIF4EBP2P1,342
SRSF6,8153
SYNGR1,35650
RNU6-1251P,106
IFT52,56362
NOC4L,8016
RPL27AP,768
MYBL2,49476
CCDC177,5072
PDGFB,21623
ADARB2,560212
DCAF4,33326
GTSF1L,838
KLF6,9285
CST9,3507
SIRPB1,58676
LINC02361,3013
GALNT9-AS1,5539
MPPED1,96652
ATP5F1C,19668
LINC00400,835
ENOX1,573842
GALNT9,133217
OTOR,21704
RPL35AP36,321
PKDREJ,7680
SRXN1,6585
LINC02556,1877
DTD1,178702
RPL36P19,300
ENOX1-AS1,4138
ANKRD54,18472
CCDC122,55831
RNU6-1149P,96
RSPH1,23760
LACC1,14648
OSBPL2,64291
DGKZP1,2775
SLC37A1,85432
MIR8075,79
LDHBP1,1118
LAMP1,26433
JKAMP,20967
CHCHD3P1,675
HSP90AB7P,2453
GRTP1,39985
ITIH2,46204
DCUN1D2,35132
RSPH1-DT,904
PDE9A,121888
FUNDC2P4,420
RNU1-16P,163
TSPO,11695
TMCO3,63569
RHOJ,89394
MTND1P37,263
SOCS4,22259
TFDP1,56752
CCDC3,203027
KCNH5,402573
RPL23AP87,19842
VPS11-DT,2436
VPS11,14154
SKP1P4,1329
HMGN1P20,299
KIN,37031
IGLV3-13,222
YES1P1,1971
TCF4-AS1,30407
MIR4529,77
RPL21P126,477
ADPRHL1,53877
SHISAL1,69286
AQP4,13728
SUSD6,103548
ACBD7,13301
SCUBE1-AS1,7875
MTND2P16,798
RPP38,42638
PARP1P2,194
ZC3H13,98294
AKR1B1P5,933
ZNRF3,173916
PTTG1P1,351
RAP1AP,450
RMB8AP1,524
TUBBP3,873
NCOA4P1,1478
N4BP2L2-IT2,4889
ITIH5,107728
RPL23AP71,468
NEK5,95481
EGLN3,538547
ONECUT2,55924
R3HDML,14195
MIR124-3,86
YTHDF1,20710
SLC37A4,7155
NARS1,21557
TCERG1P2,576
XYLT1,369191
BIRC7,4612
XPO4,125719
SPTSSA,29452
MYCBP2,284620
TBC1D22A-AS1,1950
GTF3AP2,265
HNRNPUP1,332
RPL9P6,597
MIR3196,63
PLEKHD1,46859
NKAIN4,31910
MRC1,101816
RNA5SP494,128
RNU6-1066P,104
RN7SKP169,290
SNORD42,68
MIR5739,79
SNORD83A,94
MIR6821,73
SNORD83B,92
SNORD43,63
MIR4535,58
MIR3201,51
RN7SKP214,314
IGLCOR22-1,315
YBX1P1,959
SLC5A4-AS1,73267
CPSF1P1,3729
LTBP2,114195
RFPL3,6276
ATP8B1,156889
FLJ16779,7637
IGLCOR22-2,312
IGLVIVOR22-2,453
ARFGAP1,17005
RAI2,61288
RGL4P1,200
RTCB,24666
MRPL3P1,1032
PARP4P2,58825
CCNQP3,618
SLC25A15P2,4957
CYCSP32,320
MRPS31P2,17717
ESRRAP1,1256
CKS1BP2,239
GOLM2P1,1311
RBM39P1,1589
RTP1,3976
RTP4,3691
MPHOSPH8,39782
LINC00411,10540
LINC02041,605
CTPS2,124937
CUBN,305845
MASP1,74698
RNU6-742P,106
RSL24D1P11,490
LINC01897,3203
HMGN1P30,267
MIR122,84
MIR3591,72
ALPK2,147844
PSPC1-AS2,1260
PSPC1,108267
RN7SL166P,279
ST6GALNAC4P1,498
WDFY2,183254
SNORA108,67
RPL9P31,861
MRPL37P1,1797
RNU6-219P,106
U8,127
RNU2-69P,99
YWHAH,13081
PTPRM,840079
RN7SL305P,280
DHRS12,36170
RPS3AP55,1122
ASPHD2,15755
SRRD,10781
ISCA2,3350
FABP5P2,407
LINC02339,3257
RAC1P8,526
LINC01074,1093
TNIP2P1,718
LINC00459,5176
RPL32P28,396
GAPDHP1,1004
S100G,4512
SQSTM1P1,858
TFIP11,21280
MKI67P1,1821
RNU6-81P,103
LINC00355,224847
TRDMT1,64718
H2AP,535
NFYAP1,971
LGMNP1,1299
RP2,45315
STARP1,1098
HNRNPA3P5,832
MIR548X2,99
MIR4704,74
TRIM60P19,1461
MCPH1-DT,91757
SPATA7,85426
LINC00561,2737
DSCAM-AS1,2410
TPTE2,138749
MBTPS2,45806
EIF4A1P7,1219
SLC46A3,18906
MOB1AP2,1059
SIAH1P1,922
MAGEB17,3983
RPP40P1,455
C13orf46,20371
FAM47B,2119
RNU6-53P,105
CYP51A1P2,1635
SCML2,115375
POM121L13P,379
ISLR,3162
RASA3,154840
POMP,19894
STRA6,32801
MIR548J,111
CRYBB1,18749
TNFSF11,45277
CTNNBL1P1,1629
YBX1P8,942
PYY3,212
CRYBA4,8706
NANOGP10,894
MINDY3,82337
NFYCP1,980
EFHC2,195800
L3MBTL4,460531
RASA3-IT1,1251
TPP2,83000
C1QTNF6,19219
MED14,87553
MIR4326,58
RNU6-994P,110
CHRNA4,35178
SSTR3,8240
ZNF33BP1,1833
IGKV2OR2-1,303
RPL39P41,153
TMEM131,239615
ARMC3,110499
TMPRSS6,44277
ALG11,66841
IGKV2OR2-2,299
IGKV1OR2-3,287
TRIM43CP,5655
ST8SIA5,91436
GPAT2P2,2151
RN7SL313P,287
FAHD2B,12858
ANKRD36,151368
CYCSP1,314
NUP58,63866
AP5M1,29818
HIGD1AP15,279
RPL23AP6,471
SDAD1P2,2027
ARHGAP28,186000
MKKS,33213
IGKV1OR2-9,286
IGKV2OR2-10,310
IGKV2OR2-7D,303
IGKV3OR2-5,280
IGKV1OR2-6,276
IGKV2OR2-7,303
IGKV2OR2-8,299
IGKV1OR2-11,286
UBTFL6,1023
COX5B,2321
ACTR1B,8105
CHST7,24731
PTK6,9375
RPL21P8,534
SLC35F4,418274
CHTF8P1,1540
CCNYL5,994
C2orf92,38849
FNDC11,8804
CLCN5,176639
RNU1-94P,172
PDRG1,7709
N4BP2L2,106468
PCDHA1,226211
BMP4,9025
PCDHA2,217495
PCDHA3,211319
XKR7,35236
PCDHA4,205310
PCDHA5,190743
PCDHA6,184389
PCDHA7,178099
RNA5SP481,121
CCM2L,21742
PCDHA8,171160
PCDHA9,164575
PCDHA10,156464
RPP38-DT,1934
FTH1P13,519
PCDHA14,2297
PCDHA11,144164
ACTR3BP5,1478
RPL21P11,482
PABPC1P12,2174
OR7E159P,297
RPS24P13,396
RNU4-8P,140
RNA5SP482,117
PCDHA12,137045
ZNF37CP,515
ANKRD36B,97214
RSL24D1P6,400
EIF3LP1,1657
PLAGL2,15239
PIP4K2A,179724
COILP1,1698
PCDHA13,130223
TRAJ50,59
MIR1825,52
PCDHAC2,45877
FKBP1BP1,324
PCDHB1,7972
PCDHAC1,86048
BAK1P1,635
PCDHB1-AS1,106200
HMGN1P36,297
MAPRE1,30451
RNU7-96P,63
RELCH,122994
ZAP70,30751
SRSF5,45105
PCDHB2,4097
PROCR,44168
RPS10P29,788
PCDHB4,3805
PCDHB5,3409
CHMP5P1,654
MAGEB10,15024
PCDHB6,3230
RNA5SP483,117
PCDHB17P,2392
MMP24OS,76386
PCDHB7,3739
PCDHB8,4579
HBP1,33561
PCDHB16,3839
SPECC1L,146922
ITIH6,49337
PCDHB9,4414
PCDHB10,3294
PCDHB11,4169
PCDHB12,3874
C10orf67,142149
PCDHB13,5060
PCDHB14,4416
PCDHB18P,3196
MT1P3,176
MMP24,50308
PCDHB19P,2370
PCDHB15,3970
C1QTNF9,15369
PCDHB3,3354
PTCHD1,69525
RPS4XP11,771
MALRD1,741600
LRRC63,65187
SYAP1,45728
FAM83C,6694
PCDH20,6164
SAP18,8978
MTMR8,127371
ST8SIA6,139174
DSN1,22027
MKX,73186
ZFRP1,6031
CAP2P1,1389
IRX1P1,3507
CCDC33,133767
ANKRD20A10P,1514
ATP12A,32064
FUT8,333529
CDKL5,228046
ZNF532,123880
GDF2,5134
COG5,362889
RNY1P7,109
RPL26P34,450
ODAD2,223893
RNF17,115752
CYP11A1,29887
SPECC1L-ADORA2A,171458
ADORA2A,24478
LINC02255,14835
SEMA7A,24669
UPB1,34283
ARHGEF7,191178
C18orf32,10009
ZBTB46,88370
GPR22,5666
CHEK2P5,6034
ITGA8,205968
APCDD1,35314
DUS4L,15039
GDAP1L1,33848
SNRPD3,26094
MIR6881,75
NAPG,26859
UBL7,15205
LINC00322,9622
SIK1,12648
OR4M2,12980
OR4N4,1340
FXYD6P1,284
POTEB,31406
CICP9,2378
HNRNPRP1,1694
SLC39A12,91453
NIPA1,56726
LRRC75B,7588
CYFIP1,114011
RPS19P3,440
RAB42P1,315
HSF2BP,130302
ENSAP2,351
UBA52P3,381
CYB5AP5,388
GOLGA6L1,9756
NAA30,25362
MYL9,9950
GOLGA8DP,13345
BCAP29,48924
CLEC14A,2093
MIX23P1,429
PMM2P1,729
RPL31P1,371
H2BC12L,466
TGIF2,20462
CFAP47,465583
MIR6070,102
MIR6788,65
DNMT3L,15877
AMD1P1,1051
GGT1,34194
SOCS6,41154
MAGEL2,4318
NDN,1905
RPL21P128,479
RNU6-120P,102
EXOGP1,996
RNU6-978P,102
TGIF2-RAB5IF,37831
SNRPD1,21210
ZFAND4,57280
SLA2,33878
GOLGA6L6,9944
ABHD3,53879
RGS6,634101
POTEB2,30942
HNRNPA3P2,1020
DNMT3L-AS1,707
MRPS26,2198
AIRE,12810
OXT,897
AVP,2168
SSBL2P,1076
FAM236B,795
POTEB3,35098
RN7SL555P,338
NDP,24619
UBOX5,52623
MIR320C1,87
KDSR,39502
YY2,2753
ETF1P3,1490
OR4M2B,1083
YWHAZP7,630
OR4N4C,1124
DYNLT3,10814
PFKL,27325
DDRGK1,14335
MYO3A,278303
AKAP4,10230
UBL7-DT,55765
ITPA,15002
VPS4B,33293
LIAT1,20737
PPIAP46,489
ADAMTSL3,385754
VPS53,213214
MAOB,115840
TUBAP4,415
SH3GL3,171515
RNU6-401P,95
RNU6-1339P,90
CSPG4P11,10632
RN7SL331P,246
UBE2Q2P8,101
RN7SL417P,264
CSPG4P5,6198
UBE2Q2P11,9064
UBE2Q2P12,9119
SERPINB5,28127
ZSCAN2,26810
RNU6-1019P,106
UBE2V1P1,444
YWHAZP8,730
KPNA4P1,1686
HM13-IT1,910
EGLN1P1,761
RNU6-384P,103
MIR3193,54
COX4I2,7094
WDR73,15058
ATP5MC1P6,411
VSIG4,18387
BCL2,196782
ABALON,1902
TPX2,62534
ANKRD62,35921
NMB,3434
FTLP19,393
UBE2Q2P16,9103
ZNF33CP,2029
MSRB2,26434
CFAP410,10458
GOLGA2P7,1453
DNM1P51,2741
GOLGA6L5P,6859
UBE2Q2P1,63425
LINC00933,22413
EFL1P1,46436
RNU6-324P,105
PMM2P2,731
SCAND2P,10103
MIX23P3,429
PPIAP56,466
PTF1A,1933
CIDEA,23234
RN7SL138P,286
LINC02978,565
PRTFDC1,103992
RNF135,28927
DPRXP4,567
MIR4733HG,34325
MIR4733,75
RPL19P20,590
OMG,25526
EVI2B,10335
CDK8,166878
JADE3,148966
AK4P1,671
LRRC3,6686
RNU6-170P,103
TSPEAR,213679
RPL36AP55,953
TUBB6,36651
HIRAP1,786
CTSLP2,1110
EIF3LP2,806
MKX-AS1,23008
ENKUR,80300
DNAJC1,247221
FOXR2,2792
KRTAP10-1,1214
ATP5MFP7,246
KRTAP10-2,1148
MYLK2,15381
KRTAP10-3,1005
SLC9A7,159867
KRTAP10-5,1149
KRTAP10-6,1237
KRTAP10-7,1577
KRTAP10-8,875
KRTAP10-10,1099
KRTAP10-11,1236
KRTAP12-4,446
KRTAP12-3,409
KRTAP12-2,738
IMMTP1,2218
KRTAP12-1,587
KRTAP12-5P,271
KRTAP10-13P,570
UBE2G2,33246
MRPL50P4,474
GPN3P1,534
MRPS35P3,708
UBE2V2P1,715
ARL5AP4,511
ACTR2P1,1164
MYL6P3,431
PHYHIPL,71131
CRIP1P4,228
RPS3AP44,789
TAFA5,361359
CFAP97D2,68394
FOXS1,1301
BCL2L1,59537
NAMPTP1,2513
CDC16,37836
RBP3,9518
HNRNPDP1,753
RBMXP5,907
MLECP1,708
PHKA1-AS1,23398
SETBP1-DT,2790
MAPK1,108023
MAGEH1,1439
MIR4319,84
FAM230C,36779
SMIM15P1,222
C18orf15,2533
MIR5190,79
MIR4526,86
RPL24P2,474
DGKK,105416
FAM210A,63316
PTTG1IP,24318
GGT4P,17296
KIZ,120639
IGSF3P1,30614
ARHGAP12,123478
LINC00163,4222
RN7SL362P,266
LINC00165,823
POFUT2,23970
RNMT,37896
NDP-AS1,21850
SPIN4-AS1,2532
PIR,108765
MTMR3,147699
RPS4XP17,753
RFLNB,5961
RNA5SP477,118
RPS15AP1,390
ZNF877P,611
RNU6-192P,99
